"PROMOTER_TYPE","SURVEY_RESPONSE_DATE","SURVEY_ID","LIKELIHOOD_TO_RECOMMEND","SUPPORT_SATISFACTION","TICKET_NUM"
"Promoter","2017-09-14","4258372","10","10","55002,830,758"
"Promoter","2018-01-19","6045934","9","10","550555"
"Detractor","2018-02-26","6510178","5","5","559997"
"Promoter","2017-08-22","3976958","10","10","57497,227,000"
"Promoter","2017-07-25","3590491","10","10","58553,000,749"
"Promoter","2017-08-28","4039698","9","8","61099,420,631"
"Promoter","2018-03-13","6690854","10","10","61193,999,744"
"Promoter","2017-07-11","3408478","10","10","61275,200,838"
"Promoter","2017-04-14","2220885","10","9","61736,661,706"
"Promoter","2017-08-08","3713818","10","10","61812,999,778"
"Promoter","2017-05-16","2480983","10","10","62720,035,724"
"Passive","2017-01-13","1306740","8","10","62898,073,724"
"Detractor","2016-12-18","1155785","6","7","62998,660,706"
"Promoter","2017-12-01","5520565","9","10","63190,674,760"
"Promoter","2016-11-04","835799","9","9","63671,071,724"
"Detractor","2016-11-03","835813","0","0","64092,L6Q,000"
"Promoter","2018-04-23","7463791","10","10","66265,077,649"
"Passive","2018-02-26","6514119","8","10","66353,227,000"
"Promoter","2018-01-02","5861236","9","2","66638,004,000"
"Passive","2018-03-15","6795629","7","10","66650,661,706"
"Promoter","2017-12-20","5805782","10","10","43722,999,744"
"Promoter","2018-04-09","7196492","10","10","43855,082,000"
"Promoter","2017-09-25","4438172","10","10","44315,999,760"
"Passive","2017-08-21","3917816","8","8","44743,082,000"
"Promoter","2018-04-04","7120763","9","9","45396,082,000"
"Passive","2017-08-21","3917142","7","8","46003,000,738"
"Promoter","2018-04-09","7196653","9","9","48162,634,760"
"Passive","2016-10-10","661195","8","8","49699,100,838"
"Promoter","2017-11-13","5145403","10","10","50643,082,000"
"Promoter","2017-07-10","3402213","9","9","52328,292,848"
"Detractor","2017-10-30","4952683","0","6","531703"
"Promoter","2017-10-18","4806325","10","9","53654,999,858"
"Promoter","2017-11-06","4957726","9","9","55778,830,758"
"Detractor","2018-02-23","6404636","3","2","558723"
"Detractor","2016-10-12","674863","5","10","58719,999,760"
"Promoter","2017-09-07","4149503","9","9","59308,227,000"
"Promoter","2017-01-03","1241985","10","10","67194,082,000"
"Detractor","2017-10-04","4632745","1","1","67751,227,000"
"Promoter","2017-06-26","3315738","9","10","67776,999,781"
"Promoter","2017-11-10","5112518","10","10","68176,L6Q,000"
"Promoter","2017-10-23","4861599","9","10","68734,L6Q,000"
"Promoter","2017-09-25","4436103","10","10","68811,227,000"
"Promoter","2017-02-14","1527678","10","10","69196,122,000"
"Promoter","2016-10-18","696873","10","10","69507,227,000"
"Passive","2016-11-14","900506","7","7","70402,L6Q,000"
"Promoter","2016-10-24","756216","9","9","70723,L6Q,000"
"Promoter","2018-02-25","6441288","10","10","70998,830,758"
"Promoter","2017-11-09","5150598","10","10","73215,299,706"
"Promoter","2017-05-07","2320362","10","10","73225,756,000"
"Promoter","2017-10-10","4659597","10","10","76258,057,649"
"Passive","2017-01-23","1319248","8","3","76584,082,000"
"Detractor","2018-03-26","6968320","6","10","76946,633,760"
"Passive","2017-04-02","1917160","8","8","78196,024,677"
"Passive","2017-11-16","5279603","8","8","79046,442,000"
"Promoter","2017-08-07","3686374","10","9","81478,122,000"
"Promoter","2017-06-09","2990148","10","10","82335,442,000"
"Promoter","2017-06-12","3110600","10","10","82403,442,000"
"Promoter","2018-04-08","7158889","10","10","85417,689,864"
"Passive","2016-10-17","688683","8","8","85816,211,788"
"Promoter","2017-10-10","4706354","10","10","86282,227,000"
"Promoter","2018-04-11","7232619","10","10","87114,L6Q,000"
"Passive","2018-02-26","6459602","7","10","89805,L6Q,000"
"Promoter","2017-08-31","4068271","10","10","90878,082,000"
"Promoter","2016-11-09","854619","9","10","91035,227,000"
"Promoter","2017-02-13","1527773","10","10","91115,442,000"
"Passive","2017-05-09","2438336","8","8","91343,072,649"
"Promoter","2016-12-02","1004166","9","10","91876,250,631"
"Promoter","2017-05-12","2480562","10","10","92625,000,744"
"Passive","2017-08-15","3788335","7","3","93586,250,631"
"Promoter","2017-07-17","3523835","10","10","94508,442,000"
"Promoter","2018-01-24","6034279","10","10","TS000030182"
"Promoter","2017-12-09","5665910","10","10","TS000045421"
"Passive","2018-03-06","6623646","8","8","TS000101747"
"Promoter","2018-03-12","6743696","9","10","TS000126927"
"Promoter","2018-04-10","7159978","10","10","TS000160610"
"Promoter","2018-04-26","7546336","10","10","TS000814185"
"Passive","2018-05-03","7747565","8","7","TS000865439"
"Detractor","2018-02-14","6349148","0","1","60015,000,738"
"Promoter","2017-11-20","5207665","9","9","60725,040,678"
"Promoter","2018-03-21","6874997","9","10","60797,000,738"
"Promoter","2018-03-11","6710034","10","10","61816,999,760"
"Detractor","2016-12-21","1156055","4","10","62641,999,631"
"Promoter","2016-12-06","1053061","10","10","63550,999,866"
"Passive","2016-10-07","643722","8","8","67026,664,706"
"Promoter","2016-10-04","624033","9","9","67855,227,000"
"Promoter","2017-01-27","1377577","10","9","69283,442,000"
"Detractor","2017-12-27","5817615","5","5","69757,082,000"
"Promoter","2017-08-14","3757554","9","9","74044,057,649"
"Promoter","2018-01-29","6118914","10","10","74707,650,758"
"Promoter","2017-02-11","1467498","9","7","76803,071,724"
"Passive","2017-10-16","4774894","7","7","77086,082,000"
"Promoter","2018-02-27","6476765","10","10","77428,122,000"
"Passive","2017-01-23","1377395","8","10","77678,082,000"
"Detractor","2016-12-19","1146002","6","2","79249,004,000"
"Promoter","2017-08-25","4019982","9","9","82248,122,000"
"Promoter","2018-02-07","6255789","10","10","83545,082,000"
"Promoter","2016-10-31","811693","9","10","84550,227,000"
"Promoter","2016-12-05","1048955","10","10","84602,999,738"
"Promoter","2017-06-26","3339191","10","10","85495,082,000"
"Promoter","2016-12-12","1119760","10","7","86132,300,624"
"Passive","2017-02-21","1591183","8","8","87385,022,649"
"Passive","2017-05-19","2569111","7","7","87495,022,649"
"Promoter","2018-03-08","6691297","10","10","89060,122,000"
"Detractor","2017-02-27","1563684","3","3","89266,082,000"
"Passive","2018-03-16","6742087","8","9","89936,L6Q,000"
"Promoter","2017-02-06","1467110","9","9","92324,250,631"
"Promoter","2018-04-07","7159041","10","10","92640,215,616"
"Passive","2016-11-18","905575","8","9","94100,082,000"
"Promoter","2016-11-14","907898","10","10","94119,082,000"
"Promoter","2017-03-14","1736567","9","9","94830,300,624"
"Detractor","2018-04-02","7088766","0","0","CS0023779"
"Promoter","2017-12-18","5719668","10","10","TS000062969"
"Promoter","2018-01-16","6006424","10","10","TS000083670"
"Passive","2018-03-29","7008408","7","4","TS000111609"
"Promoter","2018-03-09","6711328","9","10","TS000122041"
"Detractor","2018-04-25","7518377","3","3","TS000133315"
"Passive","2018-04-03","7030010","8","8","TS000151634"
"Promoter","2018-05-09","7919204","9","9","TS000800968"
"Detractor","2018-04-25","7520747","5","7","TS000825765"
"Promoter","2018-04-30","7620789","10","10","TS000828669"
"Promoter","2018-04-30","7620807","10","10","TS000830000"
"Promoter","2018-03-09","6614464","10","10","00129,L6Q,000"
"Passive","2017-10-30","4952361","8","8","00339,227,000"
"Promoter","2018-02-26","6510111","10","10","00511,L6Q,000"
"Detractor","2017-02-21","1561027","3","1","00803,122,000"
"Promoter","2018-05-02","7568182","10","10","00847,808,808"
"Detractor","2016-10-10","662366","0","0","01040,122,000"
"Passive","2018-04-11","7230816","8","8","01468,L6Q,000"
"Promoter","2018-03-20","6872995","10","10","03957,L6Q,000"
"Passive","2017-07-30","3627672","8","9","06321,999,749"
"Promoter","2017-11-30","5560691","9","10","06480,999,000"
"Promoter","2017-01-13","1308774","10","10","08565,L6Q,000"
"Passive","2018-03-05","6621386","7","7","08629,656,760"
"Promoter","2016-10-24","755454","10","10","10398,999,649"
"Detractor","2017-02-16","1551920","6","7","10479,019,866"
"Promoter","2016-12-10","1075358","10","10","11470,227,000"
"Promoter","2017-01-04","1231130","10","7","00782,865,865"
"Promoter","2017-06-29","3373911","10","10","00874,227,000"
"Promoter","2017-05-16","2442619","10","10","01395,999,724"
"Promoter","2016-10-24","710854","10","10","02048,122,000"
"Promoter","2017-07-31","3625529","9","10","03387,004,000"
"Promoter","2017-03-01","1638162","9","9","04056,082,000"
"Passive","2016-10-21","734811","8","8","04258,000,766"
"Promoter","2018-02-26","6510605","10","10","05299,442,000"
"Passive","2017-09-25","4410910","7","9","08525,830,758"
"Promoter","2017-07-31","3628947","10","10","09567,442,000"
"Promoter","2018-02-19","6405667","10","10","10178,004,000"
"Promoter","2017-01-11","1287640","10","10","10243,004,000"
"Promoter","2017-09-12","4217795","10","10","11857,635,760"
"Promoter","2018-02-12","6296793","9","9","12218,019,866"
"Promoter","2016-12-19","1136997","10","10","12540,227,000"
"Passive","2018-03-26","6965054","8","6","13180,635,760"
"Promoter","2017-03-06","1667075","9","9","13538,101,616"
"Promoter","2017-02-22","1584032","10","10","11478,999,744"
"Promoter","2017-01-12","1297286","10","10","13025,227,000"
"Promoter","2017-08-18","3788690","10","10","13584,047,649"
"Promoter","2017-08-15","3787686","9","9","13831,999,848"
"Detractor","2017-01-29","1373452","6","10","15074,999,760"
"Promoter","2017-05-01","2358170","10","10","15702,122,000"
"Promoter","2017-12-18","5784668","10","10","17502,227,000"
"Passive","2017-03-05","1646242","8","9","18607,999,760"
"Passive","2018-02-05","6167109","8","8","18757,035,649"
"Promoter","2017-07-10","3467344","10","10","19501,130,846"
"Promoter","2017-08-10","3757541","9","9","21183,442,000"
"Promoter","2017-08-30","3917172","10","10","21964,442,000"
"Passive","2018-04-13","7195842","8","10","22587,L6Q,000"
"Passive","2018-04-03","6965711","8","8","23607,060,618"
"Promoter","2017-12-24","5826219","9","10","24052,003,756"
"Passive","2017-10-11","4720762","8","8","24123,228,631"
"Passive","2018-05-14","7977195","8","8","24754,100,838"
"Promoter","2017-07-03","3407124","10","10","24826,082,000"
"Promoter","2017-10-11","4721658","9","10","25771,122,000"
"Promoter","2017-01-05","1213815","9","9","26938,010,618"
"Promoter","2018-04-24","7462707","10","10","27120,228,631"
"Promoter","2017-10-31","4915896","10","4","28100,010,618"
"Promoter","2017-03-06","1638619","10","10","29512,420,631"
"Passive","2017-06-16","3236091","8","8","30528,L6Q,000"
"Promoter","2017-06-26","3335345","9","9","30634,999,760"
"Promoter","2017-06-23","3257973","10","10","30927,L6Q,000"
"Promoter","2017-10-04","4635550","10","10","31386,999,661"
"Promoter","2017-10-02","4438979","9","10","32061,442,000"
"Detractor","2017-01-31","1428512","0","0","33323,227,000"
"Detractor","2017-05-22","2729863","0","10","33401,122,000"
"Promoter","2017-09-04","4068031","10","10","33684,999,744"
"Promoter","2017-02-27","1638662","9","9","14877,075,724"
"Promoter","2018-01-19","5969772","9","8","15982,227,000"
"Promoter","2017-08-16","3805228","9","8","16104,019,866"
"Promoter","2016-11-07","817275","10","10","16717,923,848"
"Promoter","2017-10-16","4720229","9","9","16863,841,758"
"Detractor","2017-04-28","2367043","5","1","18245,122,000"
"Passive","2016-10-24","754689","8","9","18863,130,702"
"Promoter","2018-04-23","7462299","9","10","19045,122,000"
"Promoter","2018-02-26","6512876","10","10","19340,082,000"
"Promoter","2017-02-14","1526764","9","9","19698,668,668"
"Promoter","2017-11-09","5149761","9","9","20598,070,724"
"Passive","2018-03-24","6873884","8","9","22024,001,806"
"Passive","2017-03-17","1765710","8","8","22191,082,000"
"Promoter","2017-07-21","3564057","10","10","22339,227,000"
"Promoter","2017-04-10","2053116","10","10","23548,073,724"
"Promoter","2018-01-25","6088333","10","7","23568,060,618"
"Promoter","2017-09-18","4323898","10","10","23913,000,834"
"Promoter","2017-04-13","2221546","10","10","24771,999,760"
"Promoter","2017-09-14","4257309","9","10","25770,999,724"
"Promoter","2018-03-22","6914866","9","9","25995,004,000"
"Passive","2016-11-08","859822","8","5","26009,082,000"
"Passive","2016-11-21","949300","8","10","26157,082,000"
"Detractor","2016-10-04","628784","0","0","26501,110,846"
"Promoter","2017-10-19","4820314","10","10","26909,122,000"
"Detractor","2016-12-12","1113470","4","4","27279,122,000"
"Promoter","2016-11-24","969991","10","10","27530,999,672"
"Promoter","2018-05-02","7701430","10","10","27556,L6Q,000"
"Passive","2016-10-05","626714","8","8","27796,200,838"
"Promoter","2018-05-15","7977330","10","9","27802,L6Q,000"
"Detractor","2018-04-13","7196159","0","10","28175,004,000"
"Promoter","2016-10-05","629022","9","9","28214,075,724"
"Promoter","2017-08-24","3977639","10","10","28675,211,788"
"Detractor","2017-06-25","3258761","5","8","29301,999,760"
"Promoter","2017-04-04","1986893","10","10","29316,004,000"
"Promoter","2017-03-27","1911688","10","","29378,004,000"
"Passive","2018-03-08","6690480","8","8","29568,000,834"
"Promoter","2017-06-03","2843563","10","10","31092,999,744"
"Promoter","2017-06-08","3051654","9","9","31192,999,749"
"Detractor","2017-07-04","3404747","2","2","31409,L6Q,000"
"Detractor","2018-01-11","5950989","6","2","33759,300,624"
"Promoter","2017-05-07","2414960","10","8","35970,756,000"
"Promoter","2017-07-06","3437316","9","9","36207,999,672"
"Promoter","2017-09-22","4411031","9","10","36325,004,000"
"Detractor","2017-10-04","4635902","1","7","36495,636,760"
"Passive","2017-06-15","3223661","8","6","36626,442,000"
"Passive","2017-05-09","2424190","7","9","35168,000,655"
"Promoter","2017-03-24","1888975","9","9","36333,L6Q,000"
"Promoter","2017-08-01","3662507","10","10","38364,999,672"
"Passive","2017-11-14","5149936","8","8","38540,004,000"
"Promoter","2018-02-19","6362628","10","10","40157,756,000"
"Promoter","2016-11-18","906146","10","10","41780,442,000"
"Promoter","2017-07-13","3495638","10","10","41792,082,000"
"Promoter","2017-09-20","4367602","9","9","41876,442,000"
"Promoter","2016-11-08","841890","10","10","42022,140,846"
"Promoter","2018-04-17","7351393","10","10","42453,082,000"
"Promoter","2017-07-21","3523843","10","10","43345,082,000"
"Promoter","2017-01-11","1289132","10","10","44055,122,000"
"Promoter","2017-07-27","3593873","9","8","44591,082,000"
"Passive","2017-03-10","1697133","8","9","45700,057,649"
"Passive","2017-10-17","4749680","7","10","45981,617,760"
"Detractor","2017-08-07","3686268","6","4","47327,L6Q,000"
"Promoter","2017-05-12","2441830","10","10","49176,057,649"
"Detractor","2016-12-30","1207326","6","2","50615,442,000"
"Promoter","2017-03-27","1918434","9","9","50948,616,760"
"Promoter","2017-07-11","3462290","9","10","53013,650,706"
"Promoter","2016-10-04","624494","10","10","53062,L6Q,000"
"Promoter","2016-11-14","855107","10","10","53824,841,758"
"Passive","2016-12-28","1199184","8","8","54305,841,758"
"Promoter","2018-01-11","5960879","9","9","547871"
"Promoter","2017-11-14","5255844","9","10","55983,830,758"
"Promoter","2018-02-26","6511686","10","10","561235"
"Promoter","2017-10-11","4635486","10","10","58338,613,760"
"Promoter","2017-09-12","4177380","9","9","58581,070,724"
"Promoter","2017-03-24","1890991","10","10","60557,227,000"
"Passive","2016-11-21","899492","8","10","60822,632,760"
"Detractor","2017-02-13","1527933","1","2","61581,674,760"
"Promoter","2017-04-10","2011029","10","10","61773,227,000"
"Promoter","2016-10-18","708829","10","10","40295,428,758"
"Promoter","2016-11-17","926888","10","10","40357,082,000"
"Detractor","2017-08-09","3732232","3","3","40891,082,000"
"Passive","2017-01-27","1376955","8","7","41995,000,613"
"Promoter","2017-11-06","5115891","9","10","44893,999,760"
"Passive","2018-01-23","6065225","8","8","45673,124,848"
"Passive","2017-11-09","5164179","8","10","45729,004,000"
"Detractor","2017-11-27","5519306","6","6","45797,000,661"
"Promoter","2017-11-21","5308607","10","10","46084,617,760"
"Promoter","2017-10-15","4691561","9","9","46377,634,760"
"Promoter","2017-03-21","1845191","10","10","47304,523,848"
"Promoter","2018-03-12","6740741","10","10","47851,634,760"
